Date,Open,High,Low,Close,Adj Close,Volume
2020-06-01,418.829987,428.709991,404.250000,419.600006,419.600006,22064600
2020-06-08,416.000000,445.570007,406.500000,418.070007,418.070007,31469400
2020-06-15,421.399994,453.970001,415.420013,453.720001,453.720001,26717500
2020-06-22,455.010010,474.010010,442.239990,443.399994,443.399994,27985900
2020-06-29,445.230011,492.279999,432.140015,476.890015,476.890015,25099900
2020-07-06,480.769989,555.880005,479.799988,548.729980,548.729980,46646700
2020-07-13,567.979980,575.369995,484.140015,492.989990,492.989990,93039400
2020-07-20,489.140015,506.220001,467.540009,480.450012,480.450012,43476300
2020-07-27,484.510010,497.790009,477.510010,488.880005,488.880005,32986500
2020-08-03,490.859985,510.820007,486.679993,494.730011,494.730011,25425500
2020-08-10,493.350006,497.459991,466.549988,482.679993,482.679993,23412000
2020-08-17,484.190002,498.940002,479.100006,492.309998,492.309998,18139000
2020-08-24,495.440002,549.039978,483.160004,523.890015,523.890015,44344000
2020-08-31,521.159973,557.390015,485.980011,516.049988,516.049988,37742200
2020-09-07,498.399994,522.000000,476.809998,482.029999,482.029999,23696200
2020-09-14,480.619995,504.660004,458.600006,469.959991,469.959991,29188000
2020-09-21,467.690002,491.820007,466.320007,482.880005,482.880005,20162800
2020-09-28,489.109985,529.549988,477.880005,503.059998,503.059998,27174000
2020-10-05,506.799988,544.280029,501.700012,539.440002,539.440002,26443600
2020-10-12,548.809998,572.489990,530.030029,530.789978,530.789978,31953100
2020-10-19,537.070007,541.799988,481.350006,488.279999,488.279999,46946200
2020-10-26,487.029999,513.900024,472.209991,475.739990,475.739990,34734600
2020-11-02,478.869995,518.729980,475.000000,514.729980,514.729980,22844800
2020-11-09,485.540009,496.519989,463.410004,482.839996,482.839996,32252700
2020-11-16,480.000000,494.760010,477.299988,488.239990,488.239990,17789000
2020-11-23,490.459991,493.250000,475.839996,491.359985,491.359985,15371500
2020-11-30,490.079987,509.470001,481.269989,498.309998,498.309998,18104300
2020-12-07,500.010010,521.489990,491.290009,503.220001,503.220001,18926200
2020-12-14,505.440002,536.369995,501.179993,534.450012,534.450012,20543800
2020-12-21,530.049988,532.619995,512.210022,513.969971,513.969971,9337800
2020-12-28,516.429993,545.500000,507.130005,540.729980,540.729980,14182900
2021-01-04,539.000000,540.799988,499.500000,510.399994,510.399994,19584800
2021-01-11,507.839996,514.500000,485.670013,497.980011,497.980011,24901900
2021-01-18,501.000000,593.289978,493.540009,565.169983,565.169983,64306200
2021-01-25,567.000000,569.750000,515.729980,532.390015,532.390015,31195700
2021-02-01,536.789978,559.479980,531.729980,550.789978,550.789978,18028100
2021-02-08,555.000000,566.650024,543.000000,556.520020,556.520020,15414200
2021-02-15,557.289978,563.630005,538.229980,540.219971,540.219971,9991400
2021-02-22,534.989990,556.849976,518.280029,538.849976,538.849976,18468600
2021-03-01,545.570007,556.989990,498.790009,516.390015,516.390015,21550800
2021-03-08,514.460022,530.239990,492.850006,518.020020,518.020020,19919500
2021-03-15,516.320007,533.419983,501.630005,512.179993,512.179993,18021500
2021-03-22,509.130005,543.119995,496.679993,508.049988,508.049988,21440900
2021-03-29,505.660004,540.500000,504.399994,539.419983,539.419983,13189800
2021-04-05,540.010010,556.900024,529.229980,555.309998,555.309998,16185200
2021-04-12,551.049988,559.750000,538.530029,546.539978,546.539978,15752900
2021-04-19,546.900024,563.559998,500.549988,505.549988,505.549988,54812500
2021-04-26,506.760010,514.549988,499.000000,513.469971,513.469971,20884100
2021-05-03,512.650024,518.950012,491.369995,503.839996,503.839996,18487300
2021-05-10,502.000000,503.149994,478.630005,493.369995,493.369995,19249100
2021-05-17,485.589996,505.399994,478.540009,497.890015,497.890015,15449700
2021-05-24,501.049988,511.760010,498.540009,502.809998,502.809998,13741500
2021-05-31,504.010010,505.410004,487.250000,494.739990,494.739990,11799500
2021-06-07,492.920013,498.820007,482.140015,488.769989,488.769989,15727800
2021-06-14,489.679993,504.489990,486.279999,500.769989,500.769989,19433400
2021-06-21,501.640015,533.059998,492.279999,527.070007,527.070007,23691700
2021-06-28,528.119995,538.539978,524.559998,533.979980,533.979980,12689100
2021-07-05,533.000000,544.640015,528.580017,535.979980,535.979980,11543800
2021-07-12,540.299988,557.539978,527.049988,530.309998,530.309998,18347800
2021-07-19,526.049988,536.640015,504.660004,515.409973,515.409973,30871600
2021-07-26,514.380005,524.469971,509.010010,517.570007,517.570007,11674900
2021-08-02,519.000000,526.840027,505.369995,520.549988,520.549988,11191500
2021-08-09,521.150024,522.669983,507.200012,515.919983,515.919983,8864200
2021-08-16,515.239990,551.390015,512.299988,546.880005,546.880005,18196200
2021-08-23,545.979980,564.169983,543.739990,558.919983,558.919983,11623700
2021-08-30,557.250000,598.760010,556.450012,590.530029,590.530029,19354000
2021-09-06,594.690002,615.599976,593.669983,598.719971,598.719971,18148100
2021-09-13,598.570007,598.570007,575.369995,589.349976,589.349976,15251200
2021-09-20,586.789978,591.530029,568.080017,575.429993,575.429993,3732200
